id,QRコード読取日時,アンケート回答日時,言語,会員ID,県,エリア,業種,生まれ年,性別,国籍,世帯年収(金額),世帯年収(通貨),訪日目的ALL,観光・レジャー,家族・知人訪問,ハネムーン,学校関係の旅行,スポーツ・スポーツ観戦,イベント,留学,治療・検診,インセンティブツアー,ビジネス（展示会・見本市）,ビジネス（国際会議）,ビジネス（企業ミーティング）,ビジネス（研修）,ビジネス（その他ビジネス）,トランジット,日本国内在住,その他,同伴者,滞在日数,旅の総予算(金額),旅の総予算(通貨),宿泊予算(金額),宿泊予算(通貨),旅行情報元ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,宿泊予約サイト(例：Agoda、Expedia、Booking.com等),口コミサイト（Tripadvisor等）,Google Mapなどの地図アプリやサイトでの検索,Instagram,X (Twitter),Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,特になし,訪日回数,訪問目的(県)ALL,日本食を食べること,日本の酒を飲むこと（日本酒・焼酎等）,旅館に宿泊,温泉入浴,自然・景勝地観光,繁華街の街歩き,ショッピング,美術館・博物館・動植物園・水族館,テーマパーク,スキー・スノーボード,その他スポーツ（ゴルフ等）,舞台・音楽鑑賞,スポーツ観戦（相撲・サッカー等）,自然体験ツアー・農山漁村体験,四季の体感（花見・紅葉・雪等）,映画・アニメ縁の地を訪問,日本の歴史・伝統文化体験,日本の日常生活体験,日本のポップカルチャーを楽しむ,上記には当てはまるものがない,訪問目的(施設)ALL,行きたい観光スポットがあったから,景観・自然・気候を楽しみたいから,行きたいお店・ここでしか購入できないものがあるから,泊まりたいホテル・旅館があるから,温泉を楽しみたいから,地域の食事や特産品を味わいたい（or買いたい）から,ドライブ・ツーリングを楽しみたいから,写真を撮影したいから,日常を離れ、バカンスを楽しみたいから,費用が手頃だから,以前に訪問し気に入ったから,友人・知人に勧められたから,テレビ・雑誌・インターネットで紹介されていたから,同行者が訪問したがったから,ツアーに組み込まれていたから,出張など用事があったため,満足度(施設),満足度の理由(施設),一人当たりの消費額(施設)(金額),一人当たりの消費額(施設)(通貨),交通手段(施設)ALL,レンタカー,借上バス,路線バス,タクシー,ハイヤー,自転車,鉄道,徒歩,認知経路(施設)ALL,家族・知人への推奨度(施設),推奨度の理由(旅行),推奨度の理由(旅行)_ja
333,2024-11-11 17:55:46,2024-11-11 17:59:45,英語,348,石川県,金沢,その他,2000,男,シンガポール,90000,ドル/シンガポール　S$(SGD),"観光・レジャー
イベント
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,10,3000,ドル/シンガポール　S$(SGD),1500,ドル/シンガポール　S$(SGD),"口コミサイト（Tripadvisor等）
Instagram
",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"日本食を食べること
温泉入浴
スポーツ観戦（相撲・サッカー等）
",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
同行者が訪問したがったから
",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,満足,,1000,円/日本　￥(JPY),"路線バス
",0,0,1,0,0,0,0,0,"口コミサイト（Tripadvisor等）
Instagram
",10,,
334,2024-11-11 19:58:44,2024-11-11 20:04:24,繁体,349,石川県,金沢,体験・観光施設,1978,男,台湾 ,200000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,自分ひとり,5,200000,円/日本　￥(JPY),60000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
",1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"行きたい観光スポットがあったから(尋找景點資訊)
日常を離れ、バカンスを楽しみたいから
その他
",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,満足,空間設計優異，舒服不壓迫,0,円/日本　￥(JPY),"路線バス
徒歩
",0,0,1,0,0,0,0,1,"地方観光協会ホームページ
その他
",6,?得再來,「また来てね！」または「また来られるかな？」
335,2024-11-12 07:03:47,2024-11-12 07:08:30,英語,350,福井県,永平寺・奥越,体験・観光施設,1997,男,シンガポール,140000,ドル/シンガポール　S$(SGD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,10,3500,ドル/シンガポール　S$(SGD),1500,ドル/シンガポール　S$(SGD),"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
Google Mapなどの地図アプリやサイトでの検索
Instagram
X (Twitter)
Facebook
YouTube
",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"日本食を食べること
自然・景勝地観光
美術館・博物館・動植物園・水族館
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
日常を離れ、バカンスを楽しみたいから
",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,大変満足,,700,円/日本　￥(JPY),"路線バス
鉄道
",0,0,1,0,0,0,1,0,"Instagram
X (Twitter)
Facebook
YouTube
",10,,
336,2024-11-12 09:02:13,2024-11-12 09:06:53,繁体,351,富山県,黒部・宇奈月,宿泊施設,2001,男,台湾 ,30000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,5,20000,円/日本　￥(JPY),0,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
宿泊施設ホームページ
航空会社ホームページ
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
旅館に宿泊
温泉入浴
",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,餐點好吃,0,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
",10,第一次體驗泡湯,初めての温泉体験
337,2024-11-12 09:02:45,2024-11-12 09:07:17,繁体,352,富山県,黒部・宇奈月,宿泊施設,1983,女,台湾 ,1500,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,職場の同僚,5,1500,ドル/アメリカ　$(USD),800,ドル/アメリカ　$(USD),"日本政府観光局(JNTO)ホームページ
宿泊施設ホームページ
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
四季の体感（花見・紅葉・雪等）
",1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"行きたい観光スポットがあったから
泊まりたいホテル・旅館があるから
",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,放鬆且服務態度良好,25000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,"宿泊施設ホームページ
口コミサイト（Tripadvisor等）
旅行会社パンフレット
",10,這是一個悠?且輕鬆的行程 讓緊繃的生活放鬆下來,これはゆったりとして楽な旅で、張り詰めた生活をリラックスさせるものです。
339,2024-11-12 09:09:01,2024-11-12 09:15:54,繁体,354,富山県,黒部・宇奈月,宿泊施設,1991,男,台湾 ,290000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,5,350000,円/日本　￥(JPY),150000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
地方観光協会ホームページ
口コミサイト（Tripadvisor等）
YouTube
個人のブログ
旅行会社パンフレット
自国の親戚・知人
日本在住の親族・知人
旅行の展示会や見本市
テレビ番組
旅行専門誌
その他雑誌
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
温泉を楽しみたいから
写真を撮影したいから
ツアーに組み込まれていたから
",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,大変満足,,0,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,"旅行会社パンフレット
",10,,
340,2024-11-12 09:25:51,2024-11-12 09:28:29,繁体,355,富山県,黒部・宇奈月,宿泊施設,1991,男,台湾 ,20000,円/日本　￥(JPY),"観光・レジャー
インセンティブツアー
",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,職場の同僚,5,100000,円/日本　￥(JPY),150000,円/日本　￥(JPY),"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"温泉を楽しみたいから
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,大変満足,,20000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,"旅行会社ホームページ
",10,,
342,2024-11-12 12:46:38,2024-11-12 12:50:35,英語,357,石川県,金沢,体験・観光施設,1993,男,スペイン,125000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,16,2500,ドル/アメリカ　$(USD),1300,ドル/アメリカ　$(USD),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
Instagram
個人のブログ
その他インターネットサイト（検索サイトを除く）
旅行ガイドブック
日本在住の親族・知人
",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"繁華街の街歩き
日本の歴史・伝統文化体験
日本の日常生活体験
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,やや満足,None,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
旅行会社パンフレット
旅行ガイドブック
",6,None,「なし」
344,2024-11-12 15:07:16,2024-11-12 15:17:23,繁体,359,富山県,黒部・宇奈月,宿泊施設,1975,男,台湾 ,12000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,その他,5,20000,円/日本　￥(JPY),0,円/日本　￥(JPY),"旅行会社パンフレット
その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"自然・景勝地観光
繁華街の街歩き
日本の歴史・伝統文化体験
",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"行きたい観光スポットがあったから
温泉を楽しみたいから
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,満足,住宿環境良好,6000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,"旅行会社パンフレット
",8,美味的料理與?泉,美味しい料理と温泉
348,2024-11-12 18:17:01,2024-11-12 18:23:55,繁体,364,富山県,黒部・宇奈月,宿泊施設,1987,女,台湾 ,100000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,5,300000,円/日本　￥(JPY),150000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
宿泊施設ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
温泉を楽しみたいから
",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,大変満足,?泉很舒服,90000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,"旅行会社ホームページ
",10,日本?泉真的很?得來泡湯,日本の温泉は本当に行く価値がありますね。
351,2024-11-13 09:13:24,2024-11-13 09:18:46,繁体,367,富山県,黒部・宇奈月,宿泊施設,1995,女,台湾 ,100000,円/日本　￥(JPY),"観光・レジャー
インセンティブツアー
",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,職場の同僚,5,240000,円/日本　￥(JPY),70000,円/日本　￥(JPY),"旅行会社パンフレット
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
日本の歴史・伝統文化体験
",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"ツアーに組み込まれていたから
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,大変満足,,20000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,"旅行会社パンフレット
",9,,
352,2024-11-13 12:08:17,2024-11-13 12:20:53,英語,369,福井県,永平寺・奥越,体験・観光施設,1975,男,タイ,1000000,バーツ/タイ　Bht(THB),"観光・レジャー
イベント
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,5,40000,バーツ/タイ　Bht(THB),10000,バーツ/タイ　Bht(THB),"旅行会社ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"自然・景勝地観光
日本の歴史・伝統文化体験
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
以前に訪問し気に入ったから
",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,大変満足,Nothing.,5000,円/日本　￥(JPY),"路線バス
",0,0,1,0,0,0,0,0,"旅行会社ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
",10,Very good,とても良い
353,2024-11-13 17:31:42,2024-11-13 17:36:15,英語,370,石川県,加賀,宿泊施設,2001,男,米国 ,180000,ドル/アメリカ　$(USD),"観光・レジャー
家族・知人訪問
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,16,3000,ドル/アメリカ　$(USD),1000,ドル/アメリカ　$(USD),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
その他インターネットサイト（検索サイトを除く）
日本在住の親族・知人
新聞
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
ショッピング
日本の歴史・伝統文化体験
",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
泊まりたいホテル・旅館があるから
温泉を楽しみたいから
写真を撮影したいから
テレビ・雑誌・インターネットで紹介されていたから
",1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,大変満足,,250,ドル/アメリカ　$(USD),"鉄道
",0,0,0,0,0,0,1,0,"新聞
",10,,
355,2024-11-14 11:57:19,2024-11-14 12:00:27,繁体,376,石川県,金沢,体験・観光施設,1988,男,台湾 ,400000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,6,125000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"X (Twitter)
Facebook
YouTube
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
自然・景勝地観光
繁華街の街歩き
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"地域の食事や特産品を味わいたい（or買いたい）から
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,満足,,15000,円/日本　￥(JPY),"路線バス
徒歩
",0,0,1,0,0,0,0,1,"Google Mapなどの地図アプリやサイトでの検索
",8,,
357,2024-11-14 12:21:06,2024-11-14 12:24:04,繁体,378,石川県,金沢,その他,1996,女,台湾 ,123,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,100,100000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
Google Mapなどの地図アプリやサイトでの検索
Instagram
",1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"日本食を食べること
旅館に宿泊
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
",1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
行きたいお店・ここでしか購入できないものがあるから
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,,250,円/日本　￥(JPY),"鉄道
徒歩
",0,0,0,0,0,0,1,1,"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
Instagram
",6,,
356,2024-11-14 12:19:12,2024-11-14 12:25:00,英語,377,石川県,金沢,体験・観光施設,1988,女,フランス,50000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,21,5000,ユーロ/欧州連合　&euro;(XEU),1700,ユーロ/欧州連合　&euro;(XEU),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
YouTube
その他インターネットサイト（検索サイトを除く）
自国の親戚・知人
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
繁華街の街歩き
美術館・博物館・動植物園・水族館
舞台・音楽鑑賞
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
日本の日常生活体験
",1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,"行きたい観光スポットがあったから
費用が手頃だから
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,やや不満,Too crowded we can&#039;t enjoy,0,ユーロ/欧州連合　&euro;(XEU),"路線バス
",0,0,1,0,0,0,0,0,"Google Mapなどの地図アプリやサイトでの検索
",4,,
358,2024-11-14 12:22:51,2024-11-14 12:30:10,繁体,379,石川県,金沢,その他,1997,女,台湾 ,1,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,1,50000,円/日本　￥(JPY),100000,円/日本　￥(JPY),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Facebook
YouTube
その他SNS
旅行会社パンフレット
旅行ガイドブック
",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
費用が手頃だから
友人・知人に勧められたから
テレビ・雑誌・インターネットで紹介されていたから
",0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,大変満足,非常滿足,500,円/日本　￥(JPY),"鉄道
徒歩
",0,0,0,0,0,0,1,1,"Facebook
YouTube
その他SNS
日本政府観光局の案内所
旅行会社パンフレット
旅行ガイドブック
",7,神門很特殊,神門はとても特別です。
359,2024-11-14 12:51:01,2024-11-14 12:55:51,英語,380,石川県,金沢,その他,1998,男,その他,20000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,21,3000,ユーロ/欧州連合　&euro;(XEU),1200,ユーロ/欧州連合　&euro;(XEU),"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Facebook
YouTube
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
自然・景勝地観光
美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,Very nice scenery ,0,ユーロ/欧州連合　&euro;(XEU),"鉄道
",0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
",7,,
360,2024-11-14 14:44:43,2024-11-14 14:50:03,英語,381,石川県,金沢,特産品・小売店,1997,男,その他,3200000,円/日本　￥(JPY),"観光・レジャー
家族・知人訪問
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,19,500000,円/日本　￥(JPY),150000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
X (Twitter)
YouTube
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"日本食を食べること
旅館に宿泊
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
テーマパーク
四季の体感（花見・紅葉・雪等）
映画・アニメ縁の地を訪問
日本の日常生活体験
日本のポップカルチャーを楽しむ
",1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,"行きたい観光スポットがあったから
行きたいお店・ここでしか購入できないものがあるから
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,2000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"特になし
",10,,
361,2024-11-14 20:57:36,2024-11-14 21:05:22,英語,383,福井県,永平寺・奥越,体験・観光施設,1993,女,フランス,45000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,21,3000,ユーロ/欧州連合　&euro;(XEU),1200,ユーロ/欧州連合　&euro;(XEU),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
宿泊施設ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
Facebook
その他SNS
旅行会社パンフレット
旅行ガイドブック
自国の親戚・知人
旅行の展示会や見本市
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
ショッピング
美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
",1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,大変満足,,2000,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,"Instagram
",10,,
363,2024-11-15 11:21:32,2024-11-15 11:23:16,英語,381,石川県,金沢,体験・観光施設,1997,男,その他,3200000,円/日本　￥(JPY),"観光・レジャー
家族・知人訪問
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,19,500000,円/日本　￥(JPY),150000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
X (Twitter)
YouTube
",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
ショッピング
テーマパーク
四季の体感（花見・紅葉・雪等）
",1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,大変満足,,500,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
",10,,
364,2024-11-15 11:59:00,2024-11-15 12:00:11,英語,381,石川県,金沢,体験・観光施設,1997,男,その他,3200000,円/日本　￥(JPY),"観光・レジャー
家族・知人訪問
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,19,500000,円/日本　￥(JPY),150000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
X (Twitter)
YouTube
",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
ショッピング
自然体験ツアー・農山漁村体験
",1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,大変満足,,500,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"Instagram
YouTube
",10,,
